design,seed,rank_bin,true_proposals,true_promotions
campaign75-fixed-daily,52001161,21-35,1,0
campaign75-fixed-daily,52001161,36-50,0,0
campaign75-geometric-daily,52001161,1-5,5,1
campaign75-geometric-daily,52001161,6-10,5,0
campaign75-geometric-daily,52001161,11-20,5,0
campaign75-geometric-daily,52001161,21-35,1,0
campaign75-geometric-daily,52001161,36-50,0,0
telescoping-fixed,52001162,1-5,5,5
telescoping-fixed,52001162,6-10,5,4
telescoping-fixed,52001162,11-20,5,2
telescoping-fixed,52001162,21-35,1,0
telescoping-fixed,52001162,36-50,0,0
campaign75-fixed-daily,52001162,1-5,5,5
campaign75-fixed-daily,52001162,6-10,5,5
campaign75-fixed-daily,52001162,11-20,5,3
campaign75-fixed-daily,52001162,21-35,1,0
campaign75-fixed-daily,52001162,36-50,0,0
campaign75-geometric-daily,52001162,1-5,5,5
campaign75-geometric-daily,52001162,6-10,5,4
campaign75-geometric-daily,52001162,11-20,5,3
campaign75-geometric-daily,52001162,21-35,1,0
campaign75-geometric-daily,52001162,36-50,0,0
telescoping-fixed,52001163,1-5,5,5
telescoping-fixed,52001163,6-10,5,2
telescoping-fixed,52001163,11-20,6,2
telescoping-fixed,52001163,21-35,0,0
telescoping-fixed,52001163,36-50,0,0
campaign75-fixed-daily,52001163,1-5,5,5
campaign75-fixed-daily,52001163,6-10,5,3
campaign75-fixed-daily,52001163,11-20,6,3
campaign75-fixed-daily,52001163,21-35,0,0
campaign75-fixed-daily,52001163,36-50,0,0
campaign75-geometric-daily,52001163,1-5,5,5
campaign75-geometric-daily,52001163,6-10,5,2
campaign75-geometric-daily,52001163,11-20,6,3
campaign75-geometric-daily,52001163,21-35,0,0
campaign75-geometric-daily,52001163,36-50,0,0
telescoping-fixed,52001164,1-5,5,4
telescoping-fixed,52001164,6-10,5,4
telescoping-fixed,52001164,11-20,5,3
telescoping-fixed,52001164,21-35,1,0
telescoping-fixed,52001164,36-50,0,0
campaign75-fixed-daily,52001164,1-5,5,4
campaign75-fixed-daily,52001164,6-10,5,4
campaign75-fixed-daily,52001164,11-20,5,4
campaign75-fixed-daily,52001164,21-35,1,0
campaign75-fixed-daily,52001164,36-50,0,0
campaign75-geometric-daily,52001164,1-5,5,4
campaign75-geometric-daily,52001164,6-10,5,4
campaign75-geometric-daily,52001164,11-20,5,3
campaign75-geometric-daily,52001164,21-35,1,0
campaign75-geometric-daily,52001164,36-50,0,0
telescoping-fixed,52001165,1-5,5,5
telescoping-fixed,52001165,6-10,5,5
telescoping-fixed,52001165,11-20,4,4
telescoping-fixed,52001165,21-35,2,1
telescoping-fixed,52001165,36-50,0,0
campaign75-fixed-daily,52001165,1-5,5,5
campaign75-fixed-daily,52001165,6-10,5,5
campaign75-fixed-daily,52001165,11-20,4,4
campaign75-fixed-daily,52001165,21-35,2,2
campaign75-fixed-daily,52001165,36-50,0,0
campaign75-geometric-daily,52001165,1-5,5,5
campaign75-geometric-daily,52001165,6-10,5,5
campaign75-geometric-daily,52001165,11-20,4,4
campaign75-geometric-daily,52001165,21-35,2,2
campaign75-geometric-daily,52001165,36-50,0,0
telescoping-fixed,52001166,1-5,5,5
telescoping-fixed,52001166,6-10,5,3
telescoping-fixed,52001166,11-20,6,3
telescoping-fixed,52001166,21-35,0,0
telescoping-fixed,52001166,36-50,0,0
campaign75-fixed-daily,52001166,1-5,5,5
campaign75-fixed-daily,52001166,6-10,5,4
campaign75-fixed-daily,52001166,11-20,6,3
campaign75-fixed-daily,52001166,21-35,0,0
campaign75-fixed-daily,52001166,36-50,0,0
campaign75-geometric-daily,52001166,1-5,5,5
campaign75-geometric-daily,52001166,6-10,5,4
campaign75-geometric-daily,52001166,11-20,6,3
campaign75-geometric-daily,52001166,21-35,0,0
campaign75-geometric-daily,52001166,36-50,0,0
telescoping-fixed,52001167,1-5,4,1
telescoping-fixed,52001167,6-10,5,2
telescoping-fixed,52001167,11-20,6,0
telescoping-fixed,52001167,21-35,1,0
telescoping-fixed,52001167,36-50,0,0
campaign75-fixed-daily,52001167,1-5,4,1
campaign75-fixed-daily,52001167,6-10,5,2
campaign75-fixed-daily,52001167,11-20,6,0
campaign75-fixed-daily,52001167,21-35,1,0
campaign75-fixed-daily,52001167,36-50,0,0
campaign75-geometric-daily,52001167,1-5,4,1
campaign75-geometric-daily,52001167,6-10,5,2
campaign75-geometric-daily,52001167,11-20,6,0
campaign75-geometric-daily,52001167,21-35,1,0
campaign75-geometric-daily,52001167,36-50,0,0
telescoping-fixed,52001168,1-5,5,4
telescoping-fixed,52001168,6-10,5,5
telescoping-fixed,52001168,11-20,4,1
telescoping-fixed,52001168,21-35,1,0
telescoping-fixed,52001168,36-50,1,0
campaign75-fixed-daily,52001168,1-5,5,4
campaign75-fixed-daily,52001168,6-10,5,5
campaign75-fixed-daily,52001168,11-20,4,2
campaign75-fixed-daily,52001168,21-35,1,0
campaign75-fixed-daily,52001168,36-50,1,0
campaign75-geometric-daily,52001168,1-5,5,4
campaign75-geometric-daily,52001168,6-10,5,5
campaign75-geometric-daily,52001168,11-20,4,3
campaign75-geometric-daily,52001168,21-35,1,1
campaign75-geometric-daily,52001168,36-50,1,0
telescoping-fixed,52001169,1-5,5,4
telescoping-fixed,52001169,6-10,5,2
telescoping-fixed,52001169,11-20,3,2
telescoping-fixed,52001169,21-35,3,0
telescoping-fixed,52001169,36-50,0,0
campaign75-fixed-daily,52001169,1-5,5,4
campaign75-fixed-daily,52001169,6-10,5,5
campaign75-fixed-daily,52001169,11-20,3,3
campaign75-fixed-daily,52001169,21-35,3,0
campaign75-fixed-daily,52001169,36-50,0,0
campaign75-geometric-daily,52001169,1-5,5,4
campaign75-geometric-daily,52001169,6-10,5,5
campaign75-geometric-daily,52001169,11-20,3,3
campaign75-geometric-daily,52001169,21-35,3,3
campaign75-geometric-daily,52001169,36-50,0,0
telescoping-fixed,52001170,1-5,5,5
telescoping-fixed,52001170,6-10,4,4
telescoping-fixed,52001170,11-20,6,4
telescoping-fixed,52001170,21-35,1,0
telescoping-fixed,52001170,36-50,0,0
campaign75-fixed-daily,52001170,1-5,5,5
campaign75-fixed-daily,52001170,6-10,4,4
campaign75-fixed-daily,52001170,11-20,6,5
campaign75-fixed-daily,52001170,21-35,1,1
campaign75-fixed-daily,52001170,36-50,0,0
campaign75-geometric-daily,52001170,1-5,5,5
campaign75-geometric-daily,52001170,6-10,4,4
campaign75-geometric-daily,52001170,11-20,6,4
campaign75-geometric-daily,52001170,21-35,1,1
campaign75-geometric-daily,52001170,36-50,0,0
telescoping-fixed,52001171,1-5,5,5
telescoping-fixed,52001171,6-10,5,5
telescoping-fixed,52001171,11-20,6,2
telescoping-fixed,52001171,21-35,0,0
telescoping-fixed,52001171,36-50,0,0
campaign75-fixed-daily,52001171,1-5,5,5
campaign75-fixed-daily,52001171,6-10,5,5
campaign75-fixed-daily,52001171,11-20,6,6
campaign75-fixed-daily,52001171,21-35,0,0
campaign75-fixed-daily,52001171,36-50,0,0
campaign75-geometric-daily,52001171,1-5,5,5
campaign75-geometric-daily,52001171,6-10,5,5
campaign75-geometric-daily,52001171,11-20,6,6
campaign75-geometric-daily,52001171,21-35,0,0
campaign75-geometric-daily,52001171,36-50,0,0
telescoping-fixed,52001172,1-5,5,5
telescoping-fixed,52001172,6-10,5,1
telescoping-fixed,52001172,11-20,6,0
telescoping-fixed,52001172,21-35,0,0
telescoping-fixed,52001172,36-50,0,0
campaign75-fixed-daily,52001172,1-5,5,5
campaign75-fixed-daily,52001172,6-10,5,2
campaign75-fixed-daily,52001172,11-20,6,0
campaign75-fixed-daily,52001172,21-35,0,0
campaign75-fixed-daily,52001172,36-50,0,0
campaign75-geometric-daily,52001172,1-5,5,5
campaign75-geometric-daily,52001172,6-10,5,4
campaign75-geometric-daily,52001172,11-20,6,4
campaign75-geometric-daily,52001172,21-35,0,0
campaign75-geometric-daily,52001172,36-50,0,0
telescoping-fixed,52001173,1-5,5,5
telescoping-fixed,52001173,6-10,5,5
telescoping-fixed,52001173,11-20,5,5
telescoping-fixed,52001173,21-35,1,1
telescoping-fixed,52001173,36-50,0,0
campaign75-fixed-daily,52001173,1-5,5,5
campaign75-fixed-daily,52001173,6-10,5,5
campaign75-fixed-daily,52001173,11-20,5,5
campaign75-fixed-daily,52001173,21-35,1,1
campaign75-fixed-daily,52001173,36-50,0,0
campaign75-geometric-daily,52001173,1-5,5,5
campaign75-geometric-daily,52001173,6-10,5,5
campaign75-geometric-daily,52001173,11-20,5,5
campaign75-geometric-daily,52001173,21-35,1,1
campaign75-geometric-daily,52001173,36-50,0,0
telescoping-fixed,52001174,1-5,5,5
telescoping-fixed,52001174,6-10,5,5
telescoping-fixed,52001174,11-20,6,5
telescoping-fixed,52001174,21-35,0,0
telescoping-fixed,52001174,36-50,0,0
campaign75-fixed-daily,52001174,1-5,5,5
campaign75-fixed-daily,52001174,6-10,5,5
campaign75-fixed-daily,52001174,11-20,6,6
campaign75-fixed-daily,52001174,21-35,0,0
campaign75-fixed-daily,52001174,36-50,0,0
campaign75-geometric-daily,52001174,1-5,5,5
campaign75-geometric-daily,52001174,6-10,5,5
campaign75-geometric-daily,52001174,11-20,6,6
campaign75-geometric-daily,52001174,21-35,0,0
campaign75-geometric-daily,52001174,36-50,0,0
telescoping-fixed,52001175,1-5,5,5
telescoping-fixed,52001175,6-10,5,5
telescoping-fixed,52001175,11-20,5,3
telescoping-fixed,52001175,21-35,1,0
telescoping-fixed,52001175,36-50,0,0
campaign75-fixed-daily,52001175,1-5,5,5
campaign75-fixed-daily,52001175,6-10,5,5
campaign75-fixed-daily,52001175,11-20,5,5
campaign75-fixed-daily,52001175,21-35,1,0
campaign75-fixed-daily,52001175,36-50,0,0
campaign75-geometric-daily,52001175,1-5,5,5
campaign75-geometric-daily,52001175,6-10,5,5
campaign75-geometric-daily,52001175,11-20,5,5
campaign75-geometric-daily,52001175,21-35,1,1
campaign75-geometric-daily,52001175,36-50,0,0
telescoping-fixed,52001176,1-5,5,4
telescoping-fixed,52001176,6-10,5,4
telescoping-fixed,52001176,11-20,5,3
telescoping-fixed,52001176,21-35,1,0
telescoping-fixed,52001176,36-50,0,0
campaign75-fixed-daily,52001176,1-5,5,3
campaign75-fixed-daily,52001176,6-10,5,4
campaign75-fixed-daily,52001176,11-20,5,4
campaign75-fixed-daily,52001176,21-35,1,0
campaign75-fixed-daily,52001176,36-50,0,0
campaign75-geometric-daily,52001176,1-5,5,3
campaign75-geometric-daily,52001176,6-10,5,4
campaign75-geometric-daily,52001176,11-20,5,3
campaign75-geometric-daily,52001176,21-35,1,0
campaign75-geometric-daily,52001176,36-50,0,0
telescoping-fixed,52001177,1-5,5,5
telescoping-fixed,52001177,6-10,5,4
telescoping-fixed,52001177,11-20,5,0
telescoping-fixed,52001177,21-35,1,0
telescoping-fixed,52001177,36-50,0,0
campaign75-fixed-daily,52001177,1-5,5,3
campaign75-fixed-daily,52001177,6-10,5,4
campaign75-fixed-daily,52001177,11-20,5,0
campaign75-fixed-daily,52001177,21-35,1,0
campaign75-fixed-daily,52001177,36-50,0,0
campaign75-geometric-daily,52001177,1-5,5,3
campaign75-geometric-daily,52001177,6-10,5,4
campaign75-geometric-daily,52001177,11-20,5,0
campaign75-geometric-daily,52001177,21-35,1,0
campaign75-geometric-daily,52001177,36-50,0,0
telescoping-fixed,52001178,1-5,5,5
telescoping-fixed,52001178,6-10,5,4
telescoping-fixed,52001178,11-20,4,1
telescoping-fixed,52001178,21-35,2,0
telescoping-fixed,52001178,36-50,0,0
campaign75-fixed-daily,52001178,1-5,5,4
campaign75-fixed-daily,52001178,6-10,5,4
campaign75-fixed-daily,52001178,11-20,4,3
campaign75-fixed-daily,52001178,21-35,2,0
campaign75-fixed-daily,52001178,36-50,0,0
campaign75-geometric-daily,52001178,1-5,5,4
campaign75-geometric-daily,52001178,6-10,5,4
campaign75-geometric-daily,52001178,11-20,4,3
campaign75-geometric-daily,52001178,21-35,2,0
campaign75-geometric-daily,52001178,36-50,0,0
telescoping-fixed,52001179,1-5,5,4
telescoping-fixed,52001179,6-10,5,2
telescoping-fixed,52001179,11-20,5,1
telescoping-fixed,52001179,21-35,1,0
telescoping-fixed,52001179,36-50,0,0
campaign75-fixed-daily,52001179,1-5,5,4
campaign75-fixed-daily,52001179,6-10,5,2
campaign75-fixed-daily,52001179,11-20,5,3
campaign75-fixed-daily,52001179,21-35,1,1
campaign75-fixed-daily,52001179,36-50,0,0
campaign75-geometric-daily,52001179,1-5,5,4
campaign75-geometric-daily,52001179,6-10,5,2
campaign75-geometric-daily,52001179,11-20,5,3
campaign75-geometric-daily,52001179,21-35,1,1
campaign75-geometric-daily,52001179,36-50,0,0
telescoping-fixed,52001180,1-5,5,5
telescoping-fixed,52001180,6-10,5,4
telescoping-fixed,52001180,11-20,5,4
telescoping-fixed,52001180,21-35,1,0
telescoping-fixed,52001180,36-50,0,0
campaign75-fixed-daily,52001180,1-5,5,5
campaign75-fixed-daily,52001180,6-10,5,5
campaign75-fixed-daily,52001180,11-20,5,4
campaign75-fixed-daily,52001180,21-35,1,0
campaign75-fixed-daily,52001180,36-50,0,0
campaign75-geometric-daily,52001180,1-5,5,5
campaign75-geometric-daily,52001180,6-10,5,5
campaign75-geometric-daily,52001180,11-20,5,4
campaign75-geometric-daily,52001180,21-35,1,1
campaign75-geometric-daily,52001180,36-50,0,0
telescoping-fixed,52001181,1-5,5,5
telescoping-fixed,52001181,6-10,5,4
telescoping-fixed,52001181,11-20,6,2
telescoping-fixed,52001181,21-35,0,0
telescoping-fixed,52001181,36-50,0,0
campaign75-fixed-daily,52001181,1-5,5,5
campaign75-fixed-daily,52001181,6-10,5,4
campaign75-fixed-daily,52001181,11-20,6,3
campaign75-fixed-daily,52001181,21-35,0,0
campaign75-fixed-daily,52001181,36-50,0,0
campaign75-geometric-daily,52001181,1-5,5,5
campaign75-geometric-daily,52001181,6-10,5,4
campaign75-geometric-daily,52001181,11-20,6,6
campaign75-geometric-daily,52001181,21-35,0,0
campaign75-geometric-daily,52001181,36-50,0,0
telescoping-fixed,52001182,1-5,5,5
telescoping-fixed,52001182,6-10,5,1
telescoping-fixed,52001182,11-20,6,1
telescoping-fixed,52001182,21-35,0,0
telescoping-fixed,52001182,36-50,0,0
campaign75-fixed-daily,52001182,1-5,5,4
campaign75-fixed-daily,52001182,6-10,5,1
campaign75-fixed-daily,52001182,11-20,6,2
campaign75-fixed-daily,52001182,21-35,0,0
campaign75-fixed-daily,52001182,36-50,0,0
campaign75-geometric-daily,52001182,1-5,5,4
campaign75-geometric-daily,52001182,6-10,5,1
campaign75-geometric-daily,52001182,11-20,6,1
campaign75-geometric-daily,52001182,21-35,0,0
campaign75-geometric-daily,52001182,36-50,0,0
telescoping-fixed,52001183,1-5,5,5
telescoping-fixed,52001183,6-10,4,3
telescoping-fixed,52001183,11-20,6,3
telescoping-fixed,52001183,21-35,1,0
telescoping-fixed,52001183,36-50,0,0
campaign75-fixed-daily,52001183,1-5,5,5
campaign75-fixed-daily,52001183,6-10,4,4
campaign75-fixed-daily,52001183,11-20,6,3
campaign75-fixed-daily,52001183,21-35,1,1
campaign75-fixed-daily,52001183,36-50,0,0
campaign75-geometric-daily,52001183,1-5,5,5
campaign75-geometric-daily,52001183,6-10,4,4
campaign75-geometric-daily,52001183,11-20,6,3
campaign75-geometric-daily,52001183,21-35,1,1
campaign75-geometric-daily,52001183,36-50,0,0
telescoping-fixed,52001184,1-5,5,5
telescoping-fixed,52001184,6-10,5,5
telescoping-fixed,52001184,11-20,5,3
telescoping-fixed,52001184,21-35,1,1
telescoping-fixed,52001184,36-50,0,0
campaign75-fixed-daily,52001184,1-5,5,5
campaign75-fixed-daily,52001184,6-10,5,5
campaign75-fixed-daily,52001184,11-20,5,3
campaign75-fixed-daily,52001184,21-35,1,1
campaign75-fixed-daily,52001184,36-50,0,0
campaign75-geometric-daily,52001184,1-5,5,5
campaign75-geometric-daily,52001184,6-10,5,5
campaign75-geometric-daily,52001184,11-20,5,5
campaign75-geometric-daily,52001184,21-35,1,1
campaign75-geometric-daily,52001184,36-50,0,0
telescoping-fixed,52001185,1-5,5,5
telescoping-fixed,52001185,6-10,5,1
telescoping-fixed,52001185,11-20,5,1
telescoping-fixed,52001185,21-35,1,0
telescoping-fixed,52001185,36-50,0,0
campaign75-fixed-daily,52001185,1-5,5,5
campaign75-fixed-daily,52001185,6-10,5,2
campaign75-fixed-daily,52001185,11-20,5,2
campaign75-fixed-daily,52001185,21-35,1,0
campaign75-fixed-daily,52001185,36-50,0,0
campaign75-geometric-daily,52001185,1-5,5,5
campaign75-geometric-daily,52001185,6-10,5,2
campaign75-geometric-daily,52001185,11-20,5,2
campaign75-geometric-daily,52001185,21-35,1,0
campaign75-geometric-daily,52001185,36-50,0,0
telescoping-fixed,52001186,1-5,5,4
telescoping-fixed,52001186,6-10,5,1
telescoping-fixed,52001186,11-20,6,1
telescoping-fixed,52001186,21-35,0,0
telescoping-fixed,52001186,36-50,0,0
campaign75-fixed-daily,52001186,1-5,5,4
campaign75-fixed-daily,52001186,6-10,5,3
campaign75-fixed-daily,52001186,11-20,6,3
campaign75-fixed-daily,52001186,21-35,0,0
campaign75-fixed-daily,52001186,36-50,0,0
campaign75-geometric-daily,52001186,1-5,5,4
campaign75-geometric-daily,52001186,6-10,5,3
campaign75-geometric-daily,52001186,11-20,6,5
campaign75-geometric-daily,52001186,21-35,0,0
campaign75-geometric-daily,52001186,36-50,0,0
telescoping-fixed,52001187,1-5,5,3
telescoping-fixed,52001187,6-10,5,2
telescoping-fixed,52001187,11-20,6,2
telescoping-fixed,52001187,21-35,0,0
telescoping-fixed,52001187,36-50,0,0
campaign75-fixed-daily,52001187,1-5,5,2
campaign75-fixed-daily,52001187,6-10,5,2
campaign75-fixed-daily,52001187,11-20,6,4
campaign75-fixed-daily,52001187,21-35,0,0
campaign75-fixed-daily,52001187,36-50,0,0
campaign75-geometric-daily,52001187,1-5,5,2
campaign75-geometric-daily,52001187,6-10,5,2
campaign75-geometric-daily,52001187,11-20,6,4
campaign75-geometric-daily,52001187,21-35,0,0
campaign75-geometric-daily,52001187,36-50,0,0
telescoping-fixed,52001188,1-5,5,5
telescoping-fixed,52001188,6-10,5,5
telescoping-fixed,52001188,11-20,4,4
telescoping-fixed,52001188,21-35,2,1
telescoping-fixed,52001188,36-50,0,0
campaign75-fixed-daily,52001188,1-5,5,5
campaign75-fixed-daily,52001188,6-10,5,5
campaign75-fixed-daily,52001188,11-20,4,4
campaign75-fixed-daily,52001188,21-35,2,2
campaign75-fixed-daily,52001188,36-50,0,0
campaign75-geometric-daily,52001188,1-5,5,5
campaign75-geometric-daily,52001188,6-10,5,5
campaign75-geometric-daily,52001188,11-20,4,4
campaign75-geometric-daily,52001188,21-35,2,2
campaign75-geometric-daily,52001188,36-50,0,0
telescoping-fixed,52001189,1-5,5,5
telescoping-fixed,52001189,6-10,4,4
telescoping-fixed,52001189,11-20,6,4
telescoping-fixed,52001189,21-35,1,0
telescoping-fixed,52001189,36-50,0,0
campaign75-fixed-daily,52001189,1-5,5,5
campaign75-fixed-daily,52001189,6-10,4,4
campaign75-fixed-daily,52001189,11-20,6,6
campaign75-fixed-daily,52001189,21-35,1,1
campaign75-fixed-daily,52001189,36-50,0,0
campaign75-geometric-daily,52001189,1-5,5,5
campaign75-geometric-daily,52001189,6-10,4,4
campaign75-geometric-daily,52001189,11-20,6,5
campaign75-geometric-daily,52001189,21-35,1,1
campaign75-geometric-daily,52001189,36-50,0,0
telescoping-fixed,52001190,1-5,5,5
telescoping-fixed,52001190,6-10,5,5
telescoping-fixed,52001190,11-20,4,4
telescoping-fixed,52001190,21-35,2,2
telescoping-fixed,52001190,36-50,0,0
campaign75-fixed-daily,52001190,1-5,5,5
campaign75-fixed-daily,52001190,6-10,5,5
campaign75-fixed-daily,52001190,11-20,4,4
campaign75-fixed-daily,52001190,21-35,2,2
campaign75-fixed-daily,52001190,36-50,0,0
campaign75-geometric-daily,52001190,1-5,5,5
campaign75-geometric-daily,52001190,6-10,5,5
campaign75-geometric-daily,52001190,11-20,4,4
campaign75-geometric-daily,52001190,21-35,2,2
campaign75-geometric-daily,52001190,36-50,0,0
telescoping-fixed,52001191,1-5,5,0
telescoping-fixed,52001191,6-10,4,0
telescoping-fixed,52001191,11-20,6,0
telescoping-fixed,52001191,21-35,1,0
telescoping-fixed,52001191,36-50,0,0
campaign75-fixed-daily,52001191,1-5,5,0
campaign75-fixed-daily,52001191,6-10,4,0
campaign75-fixed-daily,52001191,11-20,6,0
campaign75-fixed-daily,52001191,21-35,1,0
campaign75-fixed-daily,52001191,36-50,0,0
campaign75-geometric-daily,52001191,1-5,5,0
campaign75-geometric-daily,52001191,6-10,4,1
campaign75-geometric-daily,52001191,11-20,6,0
campaign75-geometric-daily,52001191,21-35,1,0
campaign75-geometric-daily,52001191,36-50,0,0
telescoping-fixed,52001192,1-5,5,5
telescoping-fixed,52001192,6-10,5,5
telescoping-fixed,52001192,11-20,5,5
telescoping-fixed,52001192,21-35,1,1
telescoping-fixed,52001192,36-50,0,0
campaign75-fixed-daily,52001192,1-5,5,5
campaign75-fixed-daily,52001192,6-10,5,5
campaign75-fixed-daily,52001192,11-20,5,5
campaign75-fixed-daily,52001192,21-35,1,1
campaign75-fixed-daily,52001192,36-50,0,0
campaign75-geometric-daily,52001192,1-5,5,5
campaign75-geometric-daily,52001192,6-10,5,5
campaign75-geometric-daily,52001192,11-20,5,5
campaign75-geometric-daily,52001192,21-35,1,1
campaign75-geometric-daily,52001192,36-50,0,0
telescoping-fixed,52001193,1-5,5,3
telescoping-fixed,52001193,6-10,4,1
telescoping-fixed,52001193,11-20,6,0
telescoping-fixed,52001193,21-35,1,0
telescoping-fixed,52001193,36-50,0,0
campaign75-fixed-daily,52001193,1-5,5,2
campaign75-fixed-daily,52001193,6-10,4,2
campaign75-fixed-daily,52001193,11-20,6,0
campaign75-fixed-daily,52001193,21-35,1,0
campaign75-fixed-daily,52001193,36-50,0,0
campaign75-geometric-daily,52001193,1-5,5,5
campaign75-geometric-daily,52001193,6-10,4,4
campaign75-geometric-daily,52001193,11-20,6,6
campaign75-geometric-daily,52001193,21-35,1,0
campaign75-geometric-daily,52001193,36-50,0,0
telescoping-fixed,52001194,1-5,5,5
telescoping-fixed,52001194,6-10,4,2
telescoping-fixed,52001194,11-20,7,0
telescoping-fixed,52001194,21-35,0,0
telescoping-fixed,52001194,36-50,0,0
campaign75-fixed-daily,52001194,1-5,5,4
campaign75-fixed-daily,52001194,6-10,4,3
campaign75-fixed-daily,52001194,11-20,7,0
campaign75-fixed-daily,52001194,21-35,0,0
campaign75-fixed-daily,52001194,36-50,0,0
campaign75-geometric-daily,52001194,1-5,5,4
campaign75-geometric-daily,52001194,6-10,4,4
campaign75-geometric-daily,52001194,11-20,7,5
campaign75-geometric-daily,52001194,21-35,0,0
campaign75-geometric-daily,52001194,36-50,0,0
telescoping-fixed,52001195,1-5,5,5
telescoping-fixed,52001195,6-10,5,5
telescoping-fixed,52001195,11-20,5,3
telescoping-fixed,52001195,21-35,1,0
telescoping-fixed,52001195,36-50,0,0
campaign75-fixed-daily,52001195,1-5,5,5
campaign75-fixed-daily,52001195,6-10,5,5
campaign75-fixed-daily,52001195,11-20,5,3
campaign75-fixed-daily,52001195,21-35,1,1
campaign75-fixed-daily,52001195,36-50,0,0
campaign75-geometric-daily,52001195,1-5,5,5
campaign75-geometric-daily,52001195,6-10,5,5
campaign75-geometric-daily,52001195,11-20,5,3
campaign75-geometric-daily,52001195,21-35,1,1
campaign75-geometric-daily,52001195,36-50,0,0
telescoping-fixed,52001196,1-5,5,5
telescoping-fixed,52001196,6-10,5,4
telescoping-fixed,52001196,11-20,4,1
telescoping-fixed,52001196,21-35,2,0
telescoping-fixed,52001196,36-50,0,0
campaign75-fixed-daily,52001196,1-5,5,5
campaign75-fixed-daily,52001196,6-10,5,5
campaign75-fixed-daily,52001196,11-20,4,1
campaign75-fixed-daily,52001196,21-35,2,0
campaign75-fixed-daily,52001196,36-50,0,0
campaign75-geometric-daily,52001196,1-5,5,5
campaign75-geometric-daily,52001196,6-10,5,5
campaign75-geometric-daily,52001196,11-20,4,2
campaign75-geometric-daily,52001196,21-35,2,0
campaign75-geometric-daily,52001196,36-50,0,0
telescoping-fixed,52001197,1-5,5,4
telescoping-fixed,52001197,6-10,5,0
telescoping-fixed,52001197,11-20,5,0
telescoping-fixed,52001197,21-35,1,0
telescoping-fixed,52001197,36-50,0,0
campaign75-fixed-daily,52001197,1-5,5,4
campaign75-fixed-daily,52001197,6-10,5,1
campaign75-fixed-daily,52001197,11-20,5,0
campaign75-fixed-daily,52001197,21-35,1,0
campaign75-fixed-daily,52001197,36-50,0,0
campaign75-geometric-daily,52001197,1-5,5,4
campaign75-geometric-daily,52001197,6-10,5,1
campaign75-geometric-daily,52001197,11-20,5,2
campaign75-geometric-daily,52001197,21-35,1,0
campaign75-geometric-daily,52001197,36-50,0,0
telescoping-fixed,52001198,1-5,5,4
telescoping-fixed,52001198,6-10,5,4
telescoping-fixed,52001198,11-20,6,2
telescoping-fixed,52001198,21-35,0,0
telescoping-fixed,52001198,36-50,0,0
campaign75-fixed-daily,52001198,1-5,5,3
campaign75-fixed-daily,52001198,6-10,5,5
campaign75-fixed-daily,52001198,11-20,6,5
campaign75-fixed-daily,52001198,21-35,0,0
campaign75-fixed-daily,52001198,36-50,0,0
campaign75-geometric-daily,52001198,1-5,5,3
campaign75-geometric-daily,52001198,6-10,5,5
campaign75-geometric-daily,52001198,11-20,6,5
campaign75-geometric-daily,52001198,21-35,0,0
campaign75-geometric-daily,52001198,36-50,0,0
telescoping-fixed,52001199,1-5,5,5
telescoping-fixed,52001199,6-10,5,5
telescoping-fixed,52001199,11-20,5,3
telescoping-fixed,52001199,21-35,1,0
telescoping-fixed,52001199,36-50,0,0
campaign75-fixed-daily,52001199,1-5,5,5
campaign75-fixed-daily,52001199,6-10,5,5
campaign75-fixed-daily,52001199,11-20,5,4
campaign75-fixed-daily,52001199,21-35,1,0
campaign75-fixed-daily,52001199,36-50,0,0
campaign75-geometric-daily,52001199,1-5,5,5
campaign75-geometric-daily,52001199,6-10,5,5
campaign75-geometric-daily,52001199,11-20,5,4
campaign75-geometric-daily,52001199,21-35,1,1
campaign75-geometric-daily,52001199,36-50,0,0
telescoping-fixed,52001200,1-5,5,5
telescoping-fixed,52001200,6-10,4,4
telescoping-fixed,52001200,11-20,6,4
telescoping-fixed,52001200,21-35,0,0
telescoping-fixed,52001200,36-50,1,0
campaign75-fixed-daily,52001200,1-5,5,5
campaign75-fixed-daily,52001200,6-10,4,4
campaign75-fixed-daily,52001200,11-20,6,6
campaign75-fixed-daily,52001200,21-35,0,0
campaign75-fixed-daily,52001200,36-50,1,0
campaign75-geometric-daily,52001200,1-5,5,5
campaign75-geometric-daily,52001200,6-10,4,4
campaign75-geometric-daily,52001200,11-20,6,6
campaign75-geometric-daily,52001200,21-35,0,0
campaign75-geometric-daily,52001200,36-50,1,0
telescoping-fixed,52001201,1-5,5,3
telescoping-fixed,52001201,6-10,5,0
telescoping-fixed,52001201,11-20,6,0
telescoping-fixed,52001201,21-35,0,0
telescoping-fixed,52001201,36-50,0,0
campaign75-fixed-daily,52001201,1-5,5,2
campaign75-fixed-daily,52001201,6-10,5,1
campaign75-fixed-daily,52001201,11-20,6,0
campaign75-fixed-daily,52001201,21-35,0,0
campaign75-fixed-daily,52001201,36-50,0,0
campaign75-geometric-daily,52001201,1-5,5,3
campaign75-geometric-daily,52001201,6-10,5,1
campaign75-geometric-daily,52001201,11-20,6,1
campaign75-geometric-daily,52001201,21-35,0,0
campaign75-geometric-daily,52001201,36-50,0,0
