q,method,fdp,end_to_end_power,discoveries,delay_days,seed
0.125,SAFE-ALPHA,0,0.75,12,401,316067
0.125,Matched terminal weighted e-BH,0,0.625,10,1178,316067
0.15,SAFE-ALPHA,0,0.75,12,337.25,316067
0.15,Matched terminal weighted e-BH,0,0.625,10,1178,316067
0.175,SAFE-ALPHA,0,0.8125,13,370.230769231,316067
0.175,Matched terminal weighted e-BH,0,0.625,10,1178,316067
0.2,SAFE-ALPHA,0,0.8125,13,347.538461538,316067
0.2,Matched terminal weighted e-BH,0,0.625,10,1178,316067
0.01,SAFE-ALPHA,0,0.3125,5,915,316068
0.01,Matched terminal weighted e-BH,0,0.3125,5,1229,316068
0.025,SAFE-ALPHA,0,0.5,8,931,316068
0.025,Matched terminal weighted e-BH,0,0.5,8,1204.625,316068
0.05,SAFE-ALPHA,0,0.5,8,852.875,316068
0.05,Matched terminal weighted e-BH,0,0.5,8,1204.625,316068
0.075,SAFE-ALPHA,0,0.5,8,835.375,316068
0.075,Matched terminal weighted e-BH,0,0.5,8,1204.625,316068
0.1,SAFE-ALPHA,0,0.5625,9,848.222222222,316068
0.1,Matched terminal weighted e-BH,0,0.5625,9,1195.66666667,316068
0.125,SAFE-ALPHA,0,0.5625,9,796.555555556,316068
0.125,Matched terminal weighted e-BH,0,0.5625,9,1195.66666667,316068
0.15,SAFE-ALPHA,0,0.625,10,798.8,316068
0.15,Matched terminal weighted e-BH,0,0.625,10,1172,316068
0.175,SAFE-ALPHA,0,0.6875,11,757.181818182,316068
0.175,Matched terminal weighted e-BH,0,0.6875,11,1164.90909091,316068
0.2,SAFE-ALPHA,0,0.6875,11,740.545454545,316068
0.2,Matched terminal weighted e-BH,0,0.6875,11,1164.90909091,316068
0.01,SAFE-ALPHA,0,0.3125,5,892,316069
0.01,Matched terminal weighted e-BH,0,0.3125,5,1202,316069
0.025,SAFE-ALPHA,0,0.5625,9,829.333333333,316069
0.025,Matched terminal weighted e-BH,0,0.5,8,1184,316069
0.05,SAFE-ALPHA,0,0.6875,11,794.636363636,316069
0.05,Matched terminal weighted e-BH,0,0.5,8,1184,316069
0.075,SAFE-ALPHA,0,0.6875,11,703.272727273,316069
0.075,Matched terminal weighted e-BH,0,0.625,10,1179.5,316069
0.1,SAFE-ALPHA,0,0.75,12,711,316069
0.1,Matched terminal weighted e-BH,0,0.6875,11,1179.90909091,316069
0.125,SAFE-ALPHA,0,0.75,12,693.5,316069
0.125,Matched terminal weighted e-BH,0,0.75,12,1175.25,316069
0.15,SAFE-ALPHA,0,0.8125,13,671.384615385,316069
0.15,Matched terminal weighted e-BH,0,0.75,12,1175.25,316069
0.175,SAFE-ALPHA,0,0.8125,13,645.230769231,316069
0.175,Matched terminal weighted e-BH,0,0.8125,13,1169,316069
0.2,SAFE-ALPHA,0,0.8125,13,637.923076923,316069
0.2,Matched terminal weighted e-BH,0,0.8125,13,1169,316069
0.01,SAFE-ALPHA,0,0.75,12,748.916666667,316070
0.01,Matched terminal weighted e-BH,0,0.6875,11,1166.27272727,316070
0.025,SAFE-ALPHA,0,0.8125,13,684.461538462,316070
0.025,Matched terminal weighted e-BH,0,0.8125,13,1159.76923077,316070
0.05,SAFE-ALPHA,0,0.875,14,597.785714286,316070
0.05,Matched terminal weighted e-BH,0,0.8125,13,1159.76923077,316070
0.075,SAFE-ALPHA,0,0.9375,15,533,316070
0.075,Matched terminal weighted e-BH,0,0.875,14,1143.28571429,316070
0.1,SAFE-ALPHA,0,1,16,514.4375,316070
0.1,Matched terminal weighted e-BH,0,0.875,14,1143.28571429,316070
0.125,SAFE-ALPHA,0,1,16,496,316070
0.125,Matched terminal weighted e-BH,0,0.875,14,1143.28571429,316070
0.15,SAFE-ALPHA,0,1,16,484.4375,316070
0.15,Matched terminal weighted e-BH,0,0.9375,15,1141,316070
0.175,SAFE-ALPHA,0,1,16,457.25,316070
0.175,Matched terminal weighted e-BH,0,0.9375,15,1141,316070
0.2,SAFE-ALPHA,0,1,16,450.375,316070
0.2,Matched terminal weighted e-BH,0,0.9375,15,1141,316070
0.01,SAFE-ALPHA,0,0.625,10,598.5,316071
0.01,Matched terminal weighted e-BH,0,0.4375,7,1186.14285714,316071
0.025,SAFE-ALPHA,0,0.6875,11,503.727272727,316071
0.025,Matched terminal weighted e-BH,0,0.625,10,1188.5,316071
0.05,SAFE-ALPHA,0,0.6875,11,421.909090909,316071
0.05,Matched terminal weighted e-BH,0,0.6875,11,1181.27272727,316071
0.075,SAFE-ALPHA,0,0.75,12,433.5,316071
0.075,Matched terminal weighted e-BH,0,0.6875,11,1181.27272727,316071
0.1,SAFE-ALPHA,0,0.8125,13,454.461538462,316071
0.1,Matched terminal weighted e-BH,0,0.75,12,1170.25,316071
0.125,SAFE-ALPHA,0,0.8125,13,361.769230769,316071
0.125,Matched terminal weighted e-BH,0,0.8125,13,1163.23076923,316071
0.15,SAFE-ALPHA,0,0.8125,13,326,316071
0.15,Matched terminal weighted e-BH,0,0.8125,13,1163.23076923,316071
0.175,SAFE-ALPHA,0,0.8125,13,322.923076923,316071
0.175,Matched terminal weighted e-BH,0,0.8125,13,1163.23076923,316071
0.2,SAFE-ALPHA,0,0.8125,13,306.384615385,316071
0.2,Matched terminal weighted e-BH,0,0.8125,13,1163.23076923,316071
0.01,SAFE-ALPHA,0,0.25,4,1151,316072
0.01,Matched terminal weighted e-BH,0,0.125,2,1221.5,316072
0.025,SAFE-ALPHA,0,0.375,6,851.833333333,316072
0.025,Matched terminal weighted e-BH,0,0.375,6,1196.5,316072
0.05,SAFE-ALPHA,0,0.5625,9,793,316072
0.05,Matched terminal weighted e-BH,0,0.5625,9,1187.33333333,316072
0.075,SAFE-ALPHA,0,0.5625,9,727.666666667,316072
0.075,Matched terminal weighted e-BH,0,0.5625,9,1187.33333333,316072
0.1,SAFE-ALPHA,0,0.625,10,537,316072
0.1,Matched terminal weighted e-BH,0,0.5625,9,1187.33333333,316072
0.125,SAFE-ALPHA,0,0.625,10,524,316072
0.125,Matched terminal weighted e-BH,0,0.5625,9,1187.33333333,316072
0.15,SAFE-ALPHA,0,0.75,12,528.916666667,316072
0.15,Matched terminal weighted e-BH,0,0.5625,9,1187.33333333,316072
0.175,SAFE-ALPHA,0,0.75,12,523.083333333,316072
0.175,Matched terminal weighted e-BH,0,0.5625,9,1187.33333333,316072
0.2,SAFE-ALPHA,0,0.75,12,509.333333333,316072
0.2,Matched terminal weighted e-BH,0,0.625,10,1178,316072
0.01,SAFE-ALPHA,0,0.375,6,832.666666667,316073
0.01,Matched terminal weighted e-BH,0,0.1875,3,1199,316073
0.025,SAFE-ALPHA,0,0.375,6,765.166666667,316073
0.025,Matched terminal weighted e-BH,0,0.25,4,1187.75,316073
0.05,SAFE-ALPHA,0,0.375,6,653.5,316073
0.05,Matched terminal weighted e-BH,0,0.25,4,1187.75,316073
0.075,SAFE-ALPHA,0,0.375,6,636,316073
0.075,Matched terminal weighted e-BH,0,0.375,6,1204,316073
0.1,SAFE-ALPHA,0,0.375,6,592.666666667,316073
0.1,Matched terminal weighted e-BH,0,0.375,6,1204,316073
0.125,SAFE-ALPHA,0,0.375,6,575.166666667,316073
0.125,Matched terminal weighted e-BH,0,0.375,6,1204,316073
0.15,SAFE-ALPHA,0,0.5,8,643.875,316073
0.15,Matched terminal weighted e-BH,0,0.4375,7,1209.71428571,316073
0.175,SAFE-ALPHA,0,0.5,8,586.625,316073
0.175,Matched terminal weighted e-BH,0,0.4375,7,1209.71428571,316073
0.2,SAFE-ALPHA,0,0.5,8,577.25,316073
0.2,Matched terminal weighted e-BH,0,0.4375,7,1209.71428571,316073
0.01,SAFE-ALPHA,0,0.8125,13,436.384615385,316074
0.01,Matched terminal weighted e-BH,0,0.75,12,1169,316074
0.025,SAFE-ALPHA,0,0.875,14,423.857142857,316074
0.025,Matched terminal weighted e-BH,0,0.8125,13,1160.92307692,316074
0.05,SAFE-ALPHA,0,0.875,14,378.142857143,316074
0.05,Matched terminal weighted e-BH,0,0.875,14,1161.5,316074
0.075,SAFE-ALPHA,0,0.875,14,358.5,316074
0.075,Matched terminal weighted e-BH,0,0.875,14,1161.5,316074
0.1,SAFE-ALPHA,0,0.875,14,331.357142857,316074
0.1,Matched terminal weighted e-BH,0,0.875,14,1161.5,316074
0.125,SAFE-ALPHA,0,0.9375,15,357,316074
0.125,Matched terminal weighted e-BH,0,0.9375,15,1150,316074
0.15,SAFE-ALPHA,0,0.9375,15,329,316074
0.15,Matched terminal weighted e-BH,0,0.9375,15,1150,316074
0.175,SAFE-ALPHA,0,0.9375,15,302.333333333,316074
0.175,Matched terminal weighted e-BH,0,0.9375,15,1150,316074
0.2,SAFE-ALPHA,0,1,16,331.5,316074
0.2,Matched terminal weighted e-BH,0,1,16,1140.875,316074
0.01,SAFE-ALPHA,0,0.4375,7,800.285714286,316075
0.01,Matched terminal weighted e-BH,0,0.1875,3,1244,316075
0.025,SAFE-ALPHA,0,0.625,10,825,316075
0.025,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,316075
0.05,SAFE-ALPHA,0,0.75,12,753.916666667,316075
0.05,Matched terminal weighted e-BH,0,0.625,10,1173.5,316075
0.075,SAFE-ALPHA,0,0.75,12,711.416666667,316075
0.075,Matched terminal weighted e-BH,0,0.625,10,1173.5,316075
0.1,SAFE-ALPHA,0,0.8125,13,699.461538462,316075
0.1,Matched terminal weighted e-BH,0,0.625,10,1173.5,316075
0.125,SAFE-ALPHA,0,0.875,14,650.642857143,316075
0.125,Matched terminal weighted e-BH,0,0.625,10,1173.5,316075
0.15,SAFE-ALPHA,0,0.875,14,601,316075
0.15,Matched terminal weighted e-BH,0,0.625,10,1173.5,316075
0.175,SAFE-ALPHA,0,0.875,14,583.142857143,316075
0.175,Matched terminal weighted e-BH,0,0.6875,11,1173.09090909,316075
0.2,SAFE-ALPHA,0,0.875,14,578.142857143,316075
0.2,Matched terminal weighted e-BH,0,0.6875,11,1173.09090909,316075
0.01,SAFE-ALPHA,0,0.125,2,368.5,316076
0.01,Matched terminal weighted e-BH,0,0.125,2,1251.5,316076
0.025,SAFE-ALPHA,0,0.1875,3,582.666666667,316076
0.025,Matched terminal weighted e-BH,0,0.125,2,1251.5,316076
0.05,SAFE-ALPHA,0,0.1875,3,527.666666667,316076
0.05,Matched terminal weighted e-BH,0,0.1875,3,1209,316076
0.075,SAFE-ALPHA,0,0.1875,3,486,316076
0.075,Matched terminal weighted e-BH,0,0.1875,3,1209,316076
0.1,SAFE-ALPHA,0,0.375,6,606,316076
0.1,Matched terminal weighted e-BH,0,0.1875,3,1209,316076
0.125,SAFE-ALPHA,0,0.5,8,534.75,316076
0.125,Matched terminal weighted e-BH,0,0.1875,3,1209,316076
0.15,SAFE-ALPHA,0,0.5,8,526,316076
0.15,Matched terminal weighted e-BH,0,0.25,4,1195.25,316076
0.175,SAFE-ALPHA,0,0.625,10,554,316076
0.175,Matched terminal weighted e-BH,0,0.25,4,1195.25,316076
0.2,SAFE-ALPHA,0,0.625,10,515,316076
0.2,Matched terminal weighted e-BH,0,0.375,6,1181.5,316076
0.01,SAFE-ALPHA,0,0.3125,5,777,316077
0.01,Matched terminal weighted e-BH,0,0.1875,3,1244,316077
0.025,SAFE-ALPHA,0,0.5,8,657.875,316077
0.025,Matched terminal weighted e-BH,0,0.5,8,1176.5,316077
0.05,SAFE-ALPHA,0,0.6875,11,510.090909091,316077
0.05,Matched terminal weighted e-BH,0,0.6875,11,1148.54545455,316077
0.075,SAFE-ALPHA,0,0.8125,13,533.692307692,316077
0.075,Matched terminal weighted e-BH,0,0.6875,11,1148.54545455,316077
0.1,SAFE-ALPHA,0,0.875,14,509.571428571,316077
0.1,Matched terminal weighted e-BH,0,0.6875,11,1148.54545455,316077
0.125,SAFE-ALPHA,0,0.9375,15,506.666666667,316077
0.125,Matched terminal weighted e-BH,0,0.6875,11,1148.54545455,316077
0.15,SAFE-ALPHA,0,1,16,497.875,316077
0.15,Matched terminal weighted e-BH,0,0.8125,13,1140.15384615,316077
0.175,SAFE-ALPHA,0,1,16,474.75,316077
0.175,Matched terminal weighted e-BH,0,1,16,1129.625,316077
0.2,SAFE-ALPHA,0,1,16,448.8125,316077
0.2,Matched terminal weighted e-BH,0,1,16,1129.625,316077
0.01,SAFE-ALPHA,0,0.125,2,753.5,316078
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316078
0.025,SAFE-ALPHA,0,0.1875,3,791,316078
0.025,Matched terminal weighted e-BH,0,0.1875,3,1239,316078
0.05,SAFE-ALPHA,0,0.1875,3,646,316078
0.05,Matched terminal weighted e-BH,0,0.1875,3,1239,316078
0.075,SAFE-ALPHA,0,0.25,4,733.5,316078
0.075,Matched terminal weighted e-BH,0,0.1875,3,1239,316078
0.1,SAFE-ALPHA,0,0.5,8,791.625,316078
0.1,Matched terminal weighted e-BH,0,0.4375,7,1179.71428571,316078
0.125,SAFE-ALPHA,0,0.5,8,695.375,316078
0.125,Matched terminal weighted e-BH,0,0.4375,7,1179.71428571,316078
0.15,SAFE-ALPHA,0,0.5625,9,697.111111111,316078
0.15,Matched terminal weighted e-BH,0,0.5,8,1170.875,316078
0.175,SAFE-ALPHA,0,0.625,10,721.5,316078
0.175,Matched terminal weighted e-BH,0,0.5,8,1170.875,316078
0.2,SAFE-ALPHA,0,0.625,10,695,316078
0.2,Matched terminal weighted e-BH,0,0.5,8,1170.875,316078
0.01,SAFE-ALPHA,0,0,0,,316079
0.01,Matched terminal weighted e-BH,0,0,0,,316079
0.025,SAFE-ALPHA,0,0,0,,316079
0.025,Matched terminal weighted e-BH,0,0,0,,316079
0.05,SAFE-ALPHA,0,0.0625,1,931,316079
0.05,Matched terminal weighted e-BH,0,0,0,,316079
0.075,SAFE-ALPHA,0,0.0625,1,911,316079
0.075,Matched terminal weighted e-BH,0,0,0,,316079
0.1,SAFE-ALPHA,0,0.0625,1,911,316079
0.1,Matched terminal weighted e-BH,0,0,0,,316079
0.125,SAFE-ALPHA,0,0.125,2,443.5,316079
0.125,Matched terminal weighted e-BH,0,0,0,,316079
0.15,SAFE-ALPHA,0,0.125,2,278.5,316079
0.15,Matched terminal weighted e-BH,0,0,0,,316079
0.175,SAFE-ALPHA,0,0.1875,3,299.333333333,316079
0.175,Matched terminal weighted e-BH,0,0,0,,316079
0.2,SAFE-ALPHA,0,0.1875,3,299.333333333,316079
0.2,Matched terminal weighted e-BH,0,0,0,,316079
0.01,SAFE-ALPHA,0,0.25,4,1064.75,316080
0.01,Matched terminal weighted e-BH,0,0.25,4,1187.75,316080
0.025,SAFE-ALPHA,0,0.3125,5,1035,316080
0.025,Matched terminal weighted e-BH,0,0.25,4,1187.75,316080
0.05,SAFE-ALPHA,0,0.375,6,1012.66666667,316080
0.05,Matched terminal weighted e-BH,0,0.375,6,1156.5,316080
0.075,SAFE-ALPHA,0,0.5,8,949.125,316080
0.075,Matched terminal weighted e-BH,0,0.4375,7,1147.57142857,316080
0.1,SAFE-ALPHA,0,0.5,8,925.375,316080
0.1,Matched terminal weighted e-BH,0,0.5,8,1135.25,316080
0.125,SAFE-ALPHA,0,0.5,8,896,316080
0.125,Matched terminal weighted e-BH,0,0.5,8,1135.25,316080
0.15,SAFE-ALPHA,0,0.5,8,888.5,316080
0.15,Matched terminal weighted e-BH,0,0.5,8,1135.25,316080
0.175,SAFE-ALPHA,0,0.5,8,882.25,316080
0.175,Matched terminal weighted e-BH,0,0.5,8,1135.25,316080
0.2,SAFE-ALPHA,0,0.5,8,881,316080
0.2,Matched terminal weighted e-BH,0,0.5,8,1135.25,316080
0.01,SAFE-ALPHA,0,0.5625,9,847.111111111,316081
0.01,Matched terminal weighted e-BH,0,0.5625,9,1180.66666667,316081
0.025,SAFE-ALPHA,0,0.5625,9,673.777777778,316081
0.025,Matched terminal weighted e-BH,0,0.5625,9,1180.66666667,316081
0.05,SAFE-ALPHA,0,0.6875,11,669,316081
0.05,Matched terminal weighted e-BH,0,0.6875,11,1177.18181818,316081
0.075,SAFE-ALPHA,0,0.8125,13,594.461538462,316081
0.075,Matched terminal weighted e-BH,0,0.8125,13,1149.38461538,316081
0.1,SAFE-ALPHA,0,0.875,14,614.928571429,316081
0.1,Matched terminal weighted e-BH,0,0.875,14,1150.78571429,316081
0.125,SAFE-ALPHA,0,0.875,14,597.071428571,316081
0.125,Matched terminal weighted e-BH,0,0.875,14,1150.78571429,316081
0.15,SAFE-ALPHA,0,0.875,14,582.071428571,316081
0.15,Matched terminal weighted e-BH,0,0.875,14,1150.78571429,316081
0.175,SAFE-ALPHA,0,0.875,14,564.928571429,316081
0.175,Matched terminal weighted e-BH,0,0.875,14,1150.78571429,316081
0.2,SAFE-ALPHA,0,0.875,14,554.928571429,316081
0.2,Matched terminal weighted e-BH,0,0.875,14,1150.78571429,316081
0.01,SAFE-ALPHA,0,0.1875,3,952.666666667,316082
0.01,Matched terminal weighted e-BH,0,0,0,,316082
0.025,SAFE-ALPHA,0,0.25,4,879.75,316082
0.025,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.05,SAFE-ALPHA,0,0.4375,7,883.142857143,316082
0.05,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.075,SAFE-ALPHA,0,0.4375,7,821.714285714,316082
0.075,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.1,SAFE-ALPHA,0,0.625,10,845,316082
0.1,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.125,SAFE-ALPHA,0,0.625,10,793.5,316082
0.125,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.15,SAFE-ALPHA,0,0.6875,11,766.454545455,316082
0.15,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.175,SAFE-ALPHA,0,0.6875,11,744.636363636,316082
0.175,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.2,SAFE-ALPHA,0,0.6875,11,722.363636364,316082
0.2,Matched terminal weighted e-BH,0,0.1875,3,1184,316082
0.01,SAFE-ALPHA,0,0.4375,7,966,316083
0.01,Matched terminal weighted e-BH,0,0.4375,7,1196.85714286,316083
0.025,SAFE-ALPHA,0,0.5,8,884.75,316083
0.025,Matched terminal weighted e-BH,0,0.5,8,1191.5,316083
0.05,SAFE-ALPHA,0,0.6875,11,867.818181818,316083
0.05,Matched terminal weighted e-BH,0,0.5625,9,1172.33333333,316083
0.075,SAFE-ALPHA,0,0.8125,13,851,316083
0.075,Matched terminal weighted e-BH,0,0.75,12,1150.25,316083
0.1,SAFE-ALPHA,0,0.8125,13,764.461538462,316083
0.1,Matched terminal weighted e-BH,0,0.75,12,1150.25,316083
0.125,SAFE-ALPHA,0,0.875,14,658.5,316083
0.125,Matched terminal weighted e-BH,0,0.8125,13,1148.23076923,316083
0.15,SAFE-ALPHA,0,0.875,14,641,316083
0.15,Matched terminal weighted e-BH,0,0.8125,13,1148.23076923,316083
0.175,SAFE-ALPHA,0,0.875,14,635.642857143,316083
0.175,Matched terminal weighted e-BH,0,0.8125,13,1148.23076923,316083
0.2,SAFE-ALPHA,0,0.875,14,621.714285714,316083
0.2,Matched terminal weighted e-BH,0,0.8125,13,1148.23076923,316083
0.01,SAFE-ALPHA,0,0.0625,1,1016,316084
0.01,Matched terminal weighted e-BH,0,0,0,,316084
0.025,SAFE-ALPHA,0,0.0625,1,906,316084
0.025,Matched terminal weighted e-BH,0,0,0,,316084
0.05,SAFE-ALPHA,0,0.125,2,461,316084
0.05,Matched terminal weighted e-BH,0,0.0625,1,1214,316084
0.075,SAFE-ALPHA,0,0.3125,5,627,316084
0.075,Matched terminal weighted e-BH,0,0.0625,1,1214,316084
0.1,SAFE-ALPHA,0,0.3125,5,556,316084
0.1,Matched terminal weighted e-BH,0,0.0625,1,1214,316084
0.125,SAFE-ALPHA,0,0.3125,5,514,316084
0.125,Matched terminal weighted e-BH,0,0.0625,1,1214,316084
0.15,SAFE-ALPHA,0,0.4375,7,526.714285714,316084
0.15,Matched terminal weighted e-BH,0,0.0625,1,1214,316084
0.175,SAFE-ALPHA,0,0.4375,7,452.428571429,316084
0.175,Matched terminal weighted e-BH,0,0.0625,1,1214,316084
0.2,SAFE-ALPHA,0,0.4375,7,447.428571429,316084
0.2,Matched terminal weighted e-BH,0,0.0625,1,1214,316084
0.01,SAFE-ALPHA,0,0.375,6,569.333333333,316085
0.01,Matched terminal weighted e-BH,0,0.1875,3,1209,316085
0.025,SAFE-ALPHA,0,0.5625,9,508.222222222,316085
0.025,Matched terminal weighted e-BH,0,0.1875,3,1209,316085
0.05,SAFE-ALPHA,0,0.6875,11,485.090909091,316085
0.05,Matched terminal weighted e-BH,0,0.25,4,1199,316085
0.075,SAFE-ALPHA,0,0.6875,11,456,316085
0.075,Matched terminal weighted e-BH,0,0.25,4,1199,316085
0.1,SAFE-ALPHA,0,0.6875,11,447.818181818,316085
0.1,Matched terminal weighted e-BH,0,0.3125,5,1199,316085
0.125,SAFE-ALPHA,0,0.6875,11,438.727272727,316085
0.125,Matched terminal weighted e-BH,0,0.3125,5,1199,316085
0.15,SAFE-ALPHA,0,0.75,12,451,316085
0.15,Matched terminal weighted e-BH,0,0.3125,5,1199,316085
0.175,SAFE-ALPHA,0,0.75,12,446.833333333,316085
0.175,Matched terminal weighted e-BH,0,0.3125,5,1199,316085
0.2,SAFE-ALPHA,0,0.75,12,444.75,316085
0.2,Matched terminal weighted e-BH,0,0.3125,5,1199,316085
0.01,SAFE-ALPHA,0,0.125,2,1058.5,316086
0.01,Matched terminal weighted e-BH,0,0.125,2,1236.5,316086
0.025,SAFE-ALPHA,0,0.25,4,1061,316086
0.025,Matched terminal weighted e-BH,0,0.125,2,1236.5,316086
0.05,SAFE-ALPHA,0,0.25,4,992.25,316086
0.05,Matched terminal weighted e-BH,0,0.25,4,1225.25,316086
0.075,SAFE-ALPHA,0,0.5625,9,1008.22222222,316086
0.075,Matched terminal weighted e-BH,0,0.3125,5,1217,316086
0.1,SAFE-ALPHA,0,0.625,10,951.5,316086
0.1,Matched terminal weighted e-BH,0,0.4375,7,1203.28571429,316086
0.125,SAFE-ALPHA,0,0.625,10,916.5,316086
0.125,Matched terminal weighted e-BH,0,0.5625,9,1190.66666667,316086
0.15,SAFE-ALPHA,0,0.625,10,897,316086
0.15,Matched terminal weighted e-BH,0,0.625,10,1187,316086
0.175,SAFE-ALPHA,0,0.625,10,887.5,316086
0.175,Matched terminal weighted e-BH,0,0.625,10,1187,316086
0.2,SAFE-ALPHA,0,0.625,10,867,316086
0.2,Matched terminal weighted e-BH,0,0.625,10,1187,316086
0.01,SAFE-ALPHA,0,0.0625,1,826,316087
0.01,Matched terminal weighted e-BH,0,0,0,,316087
0.025,SAFE-ALPHA,0,0.0625,1,796,316087
0.025,Matched terminal weighted e-BH,0,0,0,,316087
0.05,SAFE-ALPHA,0,0.0625,1,786,316087
0.05,Matched terminal weighted e-BH,0,0,0,,316087
0.075,SAFE-ALPHA,0,0.125,2,558.5,316087
0.075,Matched terminal weighted e-BH,0,0,0,,316087
0.1,SAFE-ALPHA,0,0.125,2,536,316087
0.1,Matched terminal weighted e-BH,0,0,0,,316087
0.125,SAFE-ALPHA,0,0.125,2,521,316087
0.125,Matched terminal weighted e-BH,0,0,0,,316087
0.15,SAFE-ALPHA,0,0.125,2,508.5,316087
0.15,Matched terminal weighted e-BH,0,0,0,,316087
0.175,SAFE-ALPHA,0,0.125,2,493.5,316087
0.175,Matched terminal weighted e-BH,0,0.0625,1,1259,316087
0.2,SAFE-ALPHA,0,0.125,2,478.5,316087
0.2,Matched terminal weighted e-BH,0,0.0625,1,1259,316087
0.01,SAFE-ALPHA,0,0.125,2,1101,316088
0.01,Matched terminal weighted e-BH,0,0.0625,1,1229,316088
0.025,SAFE-ALPHA,0,0.1875,3,972.666666667,316088
0.025,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.05,SAFE-ALPHA,0,0.3125,5,820,316088
0.05,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.075,SAFE-ALPHA,0,0.375,6,716,316088
0.075,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.1,SAFE-ALPHA,0,0.375,6,710.166666667,316088
0.1,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.125,SAFE-ALPHA,0,0.375,6,695.166666667,316088
0.125,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.15,SAFE-ALPHA,0,0.375,6,663.5,316088
0.15,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.175,SAFE-ALPHA,0,0.375,6,662.666666667,316088
0.175,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.2,SAFE-ALPHA,0,0.375,6,658.5,316088
0.2,Matched terminal weighted e-BH,0,0.1875,3,1214,316088
0.01,SAFE-ALPHA,0,0.125,2,873.5,316089
0.01,Matched terminal weighted e-BH,0,0,0,,316089
0.025,SAFE-ALPHA,0,0.25,4,803.5,316089
0.025,Matched terminal weighted e-BH,0,0.125,2,1214,316089
0.05,SAFE-ALPHA,0,0.4375,7,693.142857143,316089
0.05,Matched terminal weighted e-BH,0,0.25,4,1187.75,316089
0.075,SAFE-ALPHA,0,0.5625,9,733.777777778,316089
0.075,Matched terminal weighted e-BH,0,0.375,6,1181.5,316089
0.1,SAFE-ALPHA,0,0.5625,9,641,316089
0.1,Matched terminal weighted e-BH,0,0.4375,7,1179.71428571,316089
0.125,SAFE-ALPHA,0,0.5625,9,600.444444444,316089
0.125,Matched terminal weighted e-BH,0,0.4375,7,1179.71428571,316089
0.15,SAFE-ALPHA,0,0.625,10,609.5,316089
0.15,Matched terminal weighted e-BH,0,0.4375,7,1179.71428571,316089
0.175,SAFE-ALPHA,0,0.6875,11,629.636363636,316089
0.175,Matched terminal weighted e-BH,0,0.5,8,1174.625,316089
0.2,SAFE-ALPHA,0,0.6875,11,594.181818182,316089
0.2,Matched terminal weighted e-BH,0,0.5,8,1174.625,316089
0.01,SAFE-ALPHA,0,0.25,4,1068.5,316090
0.01,Matched terminal weighted e-BH,0,0.125,2,1214,316090
0.025,SAFE-ALPHA,0,0.25,4,919.75,316090
0.025,Matched terminal weighted e-BH,0,0.25,4,1221.5,316090
0.05,SAFE-ALPHA,0,0.375,6,755.166666667,316090
0.05,Matched terminal weighted e-BH,0,0.375,6,1199,316090
0.075,SAFE-ALPHA,0,0.375,6,693.5,316090
0.075,Matched terminal weighted e-BH,0,0.375,6,1199,316090
0.1,SAFE-ALPHA,0,0.375,6,661.833333333,316090
0.1,Matched terminal weighted e-BH,0,0.375,6,1199,316090
0.125,SAFE-ALPHA,0,0.375,6,657.666666667,316090
0.125,Matched terminal weighted e-BH,0,0.375,6,1199,316090
0.15,SAFE-ALPHA,0,0.5,8,566.625,316090
0.15,Matched terminal weighted e-BH,0,0.375,6,1199,316090
0.175,SAFE-ALPHA,0,0.5,8,550.375,316090
0.175,Matched terminal weighted e-BH,0,0.375,6,1199,316090
0.2,SAFE-ALPHA,0,0.5,8,547.25,316090
0.2,Matched terminal weighted e-BH,0,0.375,6,1199,316090
0.01,SAFE-ALPHA,0,0.625,10,728.5,316091
0.01,Matched terminal weighted e-BH,0,0.375,6,1179,316091
0.025,SAFE-ALPHA,0,0.6875,11,663.727272727,316091
0.025,Matched terminal weighted e-BH,0,0.5,8,1189.625,316091
0.05,SAFE-ALPHA,0,0.875,14,637.071428571,316091
0.05,Matched terminal weighted e-BH,0,0.5625,9,1177.33333333,316091
0.075,SAFE-ALPHA,0,0.9375,15,615,316091
0.075,Matched terminal weighted e-BH,0,0.5625,9,1177.33333333,316091
