design,annual_sharpe,correlation,seed,rank_bin,true_proposals,true_promotions
campaign75-fixed-daily,1.5,0.5,316097,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316097,11-20,5,3
campaign75-fixed-daily,1.5,0.5,316097,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316097,36-50,0,0
telescoping-fixed,1.5,0.5,316098,1-5,5,5
telescoping-fixed,1.5,0.5,316098,6-10,5,4
telescoping-fixed,1.5,0.5,316098,11-20,6,3
telescoping-fixed,1.5,0.5,316098,21-35,0,0
telescoping-fixed,1.5,0.5,316098,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316098,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316098,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316098,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316098,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316098,36-50,0,0
telescoping-fixed,1.5,0.5,316099,1-5,5,5
telescoping-fixed,1.5,0.5,316099,6-10,4,4
telescoping-fixed,1.5,0.5,316099,11-20,5,5
telescoping-fixed,1.5,0.5,316099,21-35,2,1
telescoping-fixed,1.5,0.5,316099,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316099,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316099,6-10,4,4
campaign75-fixed-daily,1.5,0.5,316099,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316099,21-35,2,2
campaign75-fixed-daily,1.5,0.5,316099,36-50,0,0
telescoping-fixed,1.5,0.5,316100,1-5,5,2
telescoping-fixed,1.5,0.5,316100,6-10,4,1
telescoping-fixed,1.5,0.5,316100,11-20,6,0
telescoping-fixed,1.5,0.5,316100,21-35,1,0
telescoping-fixed,1.5,0.5,316100,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316100,1-5,5,2
campaign75-fixed-daily,1.5,0.5,316100,6-10,4,2
campaign75-fixed-daily,1.5,0.5,316100,11-20,6,1
campaign75-fixed-daily,1.5,0.5,316100,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316100,36-50,0,0
telescoping-fixed,1.5,0.5,316101,1-5,5,4
telescoping-fixed,1.5,0.5,316101,6-10,5,2
telescoping-fixed,1.5,0.5,316101,11-20,4,3
telescoping-fixed,1.5,0.5,316101,21-35,2,0
telescoping-fixed,1.5,0.5,316101,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316101,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316101,6-10,5,2
campaign75-fixed-daily,1.5,0.5,316101,11-20,4,3
campaign75-fixed-daily,1.5,0.5,316101,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316101,36-50,0,0
telescoping-fixed,1.5,0.5,316102,1-5,5,4
telescoping-fixed,1.5,0.5,316102,6-10,4,3
telescoping-fixed,1.5,0.5,316102,11-20,5,0
telescoping-fixed,1.5,0.5,316102,21-35,2,0
telescoping-fixed,1.5,0.5,316102,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316102,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316102,6-10,4,3
campaign75-fixed-daily,1.5,0.5,316102,11-20,5,4
campaign75-fixed-daily,1.5,0.5,316102,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316102,36-50,0,0
telescoping-fixed,1.5,0.5,316103,1-5,5,1
telescoping-fixed,1.5,0.5,316103,6-10,5,1
telescoping-fixed,1.5,0.5,316103,11-20,5,0
telescoping-fixed,1.5,0.5,316103,21-35,1,0
telescoping-fixed,1.5,0.5,316103,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316103,1-5,5,0
campaign75-fixed-daily,1.5,0.5,316103,6-10,5,1
campaign75-fixed-daily,1.5,0.5,316103,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316103,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316103,36-50,0,0
telescoping-fixed,1.5,0.5,316104,1-5,5,5
telescoping-fixed,1.5,0.5,316104,6-10,5,2
telescoping-fixed,1.5,0.5,316104,11-20,5,1
telescoping-fixed,1.5,0.5,316104,21-35,0,0
telescoping-fixed,1.5,0.5,316104,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316104,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316104,6-10,5,2
campaign75-fixed-daily,1.5,0.5,316104,11-20,5,2
campaign75-fixed-daily,1.5,0.5,316104,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316104,36-50,1,0
telescoping-fixed,1.5,0.5,316105,1-5,5,1
telescoping-fixed,1.5,0.5,316105,6-10,5,0
telescoping-fixed,1.5,0.5,316105,11-20,4,0
telescoping-fixed,1.5,0.5,316105,21-35,2,0
telescoping-fixed,1.5,0.5,316105,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316105,1-5,5,1
campaign75-fixed-daily,1.5,0.5,316105,6-10,5,0
campaign75-fixed-daily,1.5,0.5,316105,11-20,4,0
campaign75-fixed-daily,1.5,0.5,316105,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316105,36-50,0,0
telescoping-fixed,1.5,0.5,316106,1-5,5,5
telescoping-fixed,1.5,0.5,316106,6-10,5,3
telescoping-fixed,1.5,0.5,316106,11-20,5,0
telescoping-fixed,1.5,0.5,316106,21-35,1,0
telescoping-fixed,1.5,0.5,316106,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316106,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316106,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316106,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316106,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316106,36-50,0,0
telescoping-fixed,1.5,0.5,316107,1-5,5,5
telescoping-fixed,1.5,0.5,316107,6-10,5,4
telescoping-fixed,1.5,0.5,316107,11-20,6,0
telescoping-fixed,1.5,0.5,316107,21-35,0,0
telescoping-fixed,1.5,0.5,316107,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316107,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316107,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316107,11-20,6,4
campaign75-fixed-daily,1.5,0.5,316107,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316107,36-50,0,0
telescoping-fixed,1.5,0.5,316108,1-5,5,3
telescoping-fixed,1.5,0.5,316108,6-10,4,1
telescoping-fixed,1.5,0.5,316108,11-20,5,0
telescoping-fixed,1.5,0.5,316108,21-35,2,0
telescoping-fixed,1.5,0.5,316108,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316108,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316108,6-10,4,1
campaign75-fixed-daily,1.5,0.5,316108,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316108,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316108,36-50,0,0
telescoping-fixed,1.5,0.5,316109,1-5,5,5
telescoping-fixed,1.5,0.5,316109,6-10,4,4
telescoping-fixed,1.5,0.5,316109,11-20,7,6
telescoping-fixed,1.5,0.5,316109,21-35,0,0
telescoping-fixed,1.5,0.5,316109,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316109,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316109,6-10,4,4
campaign75-fixed-daily,1.5,0.5,316109,11-20,7,6
campaign75-fixed-daily,1.5,0.5,316109,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316109,36-50,0,0
telescoping-fixed,1.5,0.5,316110,1-5,5,4
telescoping-fixed,1.5,0.5,316110,6-10,5,5
telescoping-fixed,1.5,0.5,316110,11-20,6,3
telescoping-fixed,1.5,0.5,316110,21-35,0,0
telescoping-fixed,1.5,0.5,316110,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316110,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316110,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316110,11-20,6,4
campaign75-fixed-daily,1.5,0.5,316110,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316110,36-50,0,0
telescoping-fixed,1.5,0.5,316111,1-5,5,5
telescoping-fixed,1.5,0.5,316111,6-10,5,3
telescoping-fixed,1.5,0.5,316111,11-20,6,5
telescoping-fixed,1.5,0.5,316111,21-35,0,0
telescoping-fixed,1.5,0.5,316111,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316111,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316111,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316111,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316111,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316111,36-50,0,0
telescoping-fixed,1.5,0.5,316112,1-5,5,5
telescoping-fixed,1.5,0.5,316112,6-10,5,1
telescoping-fixed,1.5,0.5,316112,11-20,6,1
telescoping-fixed,1.5,0.5,316112,21-35,0,0
telescoping-fixed,1.5,0.5,316112,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316112,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316112,6-10,5,1
campaign75-fixed-daily,1.5,0.5,316112,11-20,6,3
campaign75-fixed-daily,1.5,0.5,316112,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316112,36-50,0,0
telescoping-fixed,1.5,0.5,316113,1-5,5,4
telescoping-fixed,1.5,0.5,316113,6-10,5,4
telescoping-fixed,1.5,0.5,316113,11-20,5,1
telescoping-fixed,1.5,0.5,316113,21-35,1,0
telescoping-fixed,1.5,0.5,316113,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316113,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316113,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316113,11-20,5,2
campaign75-fixed-daily,1.5,0.5,316113,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316113,36-50,0,0
telescoping-fixed,1.5,0.5,316114,1-5,5,5
telescoping-fixed,1.5,0.5,316114,6-10,5,5
telescoping-fixed,1.5,0.5,316114,11-20,5,2
telescoping-fixed,1.5,0.5,316114,21-35,0,0
telescoping-fixed,1.5,0.5,316114,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316114,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316114,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316114,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316114,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316114,36-50,1,1
telescoping-fixed,1.5,0.5,316115,1-5,5,4
telescoping-fixed,1.5,0.5,316115,6-10,4,3
telescoping-fixed,1.5,0.5,316115,11-20,6,0
telescoping-fixed,1.5,0.5,316115,21-35,1,0
telescoping-fixed,1.5,0.5,316115,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316115,1-5,5,2
campaign75-fixed-daily,1.5,0.5,316115,6-10,4,3
campaign75-fixed-daily,1.5,0.5,316115,11-20,6,2
campaign75-fixed-daily,1.5,0.5,316115,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316115,36-50,0,0
telescoping-fixed,1.5,0.5,316116,1-5,5,5
telescoping-fixed,1.5,0.5,316116,6-10,5,4
telescoping-fixed,1.5,0.5,316116,11-20,4,4
telescoping-fixed,1.5,0.5,316116,21-35,2,0
telescoping-fixed,1.5,0.5,316116,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316116,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316116,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316116,11-20,4,4
campaign75-fixed-daily,1.5,0.5,316116,21-35,2,1
campaign75-fixed-daily,1.5,0.5,316116,36-50,0,0
telescoping-fixed,1.5,0.5,316117,1-5,5,5
telescoping-fixed,1.5,0.5,316117,6-10,5,5
telescoping-fixed,1.5,0.5,316117,11-20,5,2
telescoping-fixed,1.5,0.5,316117,21-35,1,0
telescoping-fixed,1.5,0.5,316117,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316117,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316117,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316117,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316117,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316117,36-50,0,0
telescoping-fixed,1.5,0.5,316118,1-5,5,5
telescoping-fixed,1.5,0.5,316118,6-10,5,5
telescoping-fixed,1.5,0.5,316118,11-20,6,6
telescoping-fixed,1.5,0.5,316118,21-35,0,0
telescoping-fixed,1.5,0.5,316118,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316118,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316118,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316118,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316118,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316118,36-50,0,0
telescoping-fixed,1.5,0.5,316119,1-5,5,5
telescoping-fixed,1.5,0.5,316119,6-10,5,5
telescoping-fixed,1.5,0.5,316119,11-20,6,2
telescoping-fixed,1.5,0.5,316119,21-35,0,0
telescoping-fixed,1.5,0.5,316119,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316119,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316119,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316119,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316119,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316119,36-50,0,0
telescoping-fixed,1.5,0.5,316120,1-5,5,5
telescoping-fixed,1.5,0.5,316120,6-10,5,5
telescoping-fixed,1.5,0.5,316120,11-20,6,5
telescoping-fixed,1.5,0.5,316120,21-35,0,0
telescoping-fixed,1.5,0.5,316120,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316120,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316120,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316120,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316120,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316120,36-50,0,0
telescoping-fixed,1.5,0.5,316121,1-5,5,3
telescoping-fixed,1.5,0.5,316121,6-10,4,1
telescoping-fixed,1.5,0.5,316121,11-20,7,1
telescoping-fixed,1.5,0.5,316121,21-35,0,0
telescoping-fixed,1.5,0.5,316121,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316121,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316121,6-10,4,1
campaign75-fixed-daily,1.5,0.5,316121,11-20,7,2
campaign75-fixed-daily,1.5,0.5,316121,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316121,36-50,0,0
telescoping-fixed,1.5,0.5,316122,1-5,5,5
telescoping-fixed,1.5,0.5,316122,6-10,5,3
telescoping-fixed,1.5,0.5,316122,11-20,4,4
telescoping-fixed,1.5,0.5,316122,21-35,2,0
telescoping-fixed,1.5,0.5,316122,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316122,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316122,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316122,11-20,4,4
campaign75-fixed-daily,1.5,0.5,316122,21-35,2,2
campaign75-fixed-daily,1.5,0.5,316122,36-50,0,0
telescoping-fixed,1.5,0.5,316123,1-5,5,4
telescoping-fixed,1.5,0.5,316123,6-10,5,3
telescoping-fixed,1.5,0.5,316123,11-20,5,0
telescoping-fixed,1.5,0.5,316123,21-35,1,0
telescoping-fixed,1.5,0.5,316123,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316123,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316123,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316123,11-20,5,2
campaign75-fixed-daily,1.5,0.5,316123,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316123,36-50,0,0
telescoping-fixed,1.5,0.5,316124,1-5,5,4
telescoping-fixed,1.5,0.5,316124,6-10,5,4
telescoping-fixed,1.5,0.5,316124,11-20,6,1
telescoping-fixed,1.5,0.5,316124,21-35,0,0
telescoping-fixed,1.5,0.5,316124,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316124,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316124,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316124,11-20,6,3
campaign75-fixed-daily,1.5,0.5,316124,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316124,36-50,0,0
telescoping-fixed,1.5,0.5,316125,1-5,5,5
telescoping-fixed,1.5,0.5,316125,6-10,5,4
telescoping-fixed,1.5,0.5,316125,11-20,5,0
telescoping-fixed,1.5,0.5,316125,21-35,1,0
telescoping-fixed,1.5,0.5,316125,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316125,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316125,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316125,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316125,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316125,36-50,0,0
telescoping-fixed,1.5,0.5,316126,1-5,5,5
telescoping-fixed,1.5,0.5,316126,6-10,5,3
telescoping-fixed,1.5,0.5,316126,11-20,5,2
telescoping-fixed,1.5,0.5,316126,21-35,1,0
telescoping-fixed,1.5,0.5,316126,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316126,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316126,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316126,11-20,5,3
campaign75-fixed-daily,1.5,0.5,316126,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316126,36-50,0,0
telescoping-fixed,1.5,0.5,316127,1-5,5,3
telescoping-fixed,1.5,0.5,316127,6-10,5,0
telescoping-fixed,1.5,0.5,316127,11-20,6,0
telescoping-fixed,1.5,0.5,316127,21-35,0,0
telescoping-fixed,1.5,0.5,316127,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316127,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316127,6-10,5,0
campaign75-fixed-daily,1.5,0.5,316127,11-20,6,0
campaign75-fixed-daily,1.5,0.5,316127,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316127,36-50,0,0
telescoping-fixed,1.5,0.5,316128,1-5,5,2
telescoping-fixed,1.5,0.5,316128,6-10,5,1
telescoping-fixed,1.5,0.5,316128,11-20,5,0
telescoping-fixed,1.5,0.5,316128,21-35,1,0
telescoping-fixed,1.5,0.5,316128,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316128,1-5,5,2
campaign75-fixed-daily,1.5,0.5,316128,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316128,11-20,5,1
campaign75-fixed-daily,1.5,0.5,316128,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316128,36-50,0,0
telescoping-fixed,1.5,0.5,316129,1-5,5,5
telescoping-fixed,1.5,0.5,316129,6-10,5,5
telescoping-fixed,1.5,0.5,316129,11-20,6,6
telescoping-fixed,1.5,0.5,316129,21-35,0,0
telescoping-fixed,1.5,0.5,316129,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316129,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316129,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316129,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316129,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316129,36-50,0,0
telescoping-fixed,1.5,0.5,316130,1-5,5,2
telescoping-fixed,1.5,0.5,316130,6-10,4,0
telescoping-fixed,1.5,0.5,316130,11-20,7,0
telescoping-fixed,1.5,0.5,316130,21-35,0,0
telescoping-fixed,1.5,0.5,316130,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316130,1-5,5,1
campaign75-fixed-daily,1.5,0.5,316130,6-10,4,0
campaign75-fixed-daily,1.5,0.5,316130,11-20,7,0
campaign75-fixed-daily,1.5,0.5,316130,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316130,36-50,0,0
telescoping-fixed,1.5,0.5,316131,1-5,5,5
telescoping-fixed,1.5,0.5,316131,6-10,5,5
telescoping-fixed,1.5,0.5,316131,11-20,5,5
telescoping-fixed,1.5,0.5,316131,21-35,1,0
telescoping-fixed,1.5,0.5,316131,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316131,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316131,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316131,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316131,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316131,36-50,0,0
telescoping-fixed,1.5,0.5,316132,1-5,5,1
telescoping-fixed,1.5,0.5,316132,6-10,5,0
telescoping-fixed,1.5,0.5,316132,11-20,6,0
telescoping-fixed,1.5,0.5,316132,21-35,0,0
telescoping-fixed,1.5,0.5,316132,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316132,1-5,5,1
campaign75-fixed-daily,1.5,0.5,316132,6-10,5,0
campaign75-fixed-daily,1.5,0.5,316132,11-20,6,0
campaign75-fixed-daily,1.5,0.5,316132,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316132,36-50,0,0
telescoping-fixed,1.5,0.5,316133,1-5,5,5
telescoping-fixed,1.5,0.5,316133,6-10,5,5
telescoping-fixed,1.5,0.5,316133,11-20,6,2
telescoping-fixed,1.5,0.5,316133,21-35,0,0
telescoping-fixed,1.5,0.5,316133,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316133,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316133,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316133,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316133,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316133,36-50,0,0
telescoping-fixed,1.5,0.5,316134,1-5,5,5
telescoping-fixed,1.5,0.5,316134,6-10,5,3
telescoping-fixed,1.5,0.5,316134,11-20,6,2
telescoping-fixed,1.5,0.5,316134,21-35,0,0
telescoping-fixed,1.5,0.5,316134,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316134,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316134,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316134,11-20,6,3
campaign75-fixed-daily,1.5,0.5,316134,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316134,36-50,0,0
telescoping-fixed,1.5,0.5,316135,1-5,5,3
telescoping-fixed,1.5,0.5,316135,6-10,5,3
telescoping-fixed,1.5,0.5,316135,11-20,6,0
telescoping-fixed,1.5,0.5,316135,21-35,0,0
telescoping-fixed,1.5,0.5,316135,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316135,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316135,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316135,11-20,6,1
campaign75-fixed-daily,1.5,0.5,316135,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316135,36-50,0,0
telescoping-fixed,1.5,0.5,316136,1-5,5,4
telescoping-fixed,1.5,0.5,316136,6-10,3,2
telescoping-fixed,1.5,0.5,316136,11-20,7,0
telescoping-fixed,1.5,0.5,316136,21-35,1,0
telescoping-fixed,1.5,0.5,316136,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316136,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316136,6-10,3,3
campaign75-fixed-daily,1.5,0.5,316136,11-20,7,5
campaign75-fixed-daily,1.5,0.5,316136,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316136,36-50,0,0
telescoping-fixed,1.5,0.5,316137,1-5,5,4
telescoping-fixed,1.5,0.5,316137,6-10,5,1
telescoping-fixed,1.5,0.5,316137,11-20,4,0
telescoping-fixed,1.5,0.5,316137,21-35,2,0
telescoping-fixed,1.5,0.5,316137,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316137,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316137,6-10,5,1
campaign75-fixed-daily,1.5,0.5,316137,11-20,4,0
campaign75-fixed-daily,1.5,0.5,316137,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316137,36-50,0,0
telescoping-fixed,1.5,0.5,316138,1-5,5,4
telescoping-fixed,1.5,0.5,316138,6-10,5,4
telescoping-fixed,1.5,0.5,316138,11-20,5,1
telescoping-fixed,1.5,0.5,316138,21-35,1,0
telescoping-fixed,1.5,0.5,316138,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316138,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316138,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316138,11-20,5,3
campaign75-fixed-daily,1.5,0.5,316138,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316138,36-50,0,0
telescoping-fixed,1.5,0.5,316139,1-5,5,5
telescoping-fixed,1.5,0.5,316139,6-10,5,5
telescoping-fixed,1.5,0.5,316139,11-20,5,3
telescoping-fixed,1.5,0.5,316139,21-35,1,0
telescoping-fixed,1.5,0.5,316139,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316139,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316139,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316139,11-20,5,3
campaign75-fixed-daily,1.5,0.5,316139,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316139,36-50,0,0
telescoping-fixed,1.5,0.5,316140,1-5,5,3
telescoping-fixed,1.5,0.5,316140,6-10,5,0
telescoping-fixed,1.5,0.5,316140,11-20,5,0
telescoping-fixed,1.5,0.5,316140,21-35,1,0
telescoping-fixed,1.5,0.5,316140,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316140,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316140,6-10,5,0
campaign75-fixed-daily,1.5,0.5,316140,11-20,5,1
campaign75-fixed-daily,1.5,0.5,316140,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316140,36-50,0,0
telescoping-fixed,1.5,0.5,316141,1-5,5,5
telescoping-fixed,1.5,0.5,316141,6-10,3,2
telescoping-fixed,1.5,0.5,316141,11-20,7,5
telescoping-fixed,1.5,0.5,316141,21-35,1,1
telescoping-fixed,1.5,0.5,316141,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316141,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316141,6-10,3,3
campaign75-fixed-daily,1.5,0.5,316141,11-20,7,6
campaign75-fixed-daily,1.5,0.5,316141,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316141,36-50,0,0
telescoping-fixed,1.5,0.5,316142,1-5,5,0
telescoping-fixed,1.5,0.5,316142,6-10,5,0
telescoping-fixed,1.5,0.5,316142,11-20,4,0
telescoping-fixed,1.5,0.5,316142,21-35,2,0
telescoping-fixed,1.5,0.5,316142,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316142,1-5,5,0
campaign75-fixed-daily,1.5,0.5,316142,6-10,5,0
campaign75-fixed-daily,1.5,0.5,316142,11-20,4,0
campaign75-fixed-daily,1.5,0.5,316142,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316142,36-50,0,0
telescoping-fixed,1.5,0.5,316143,1-5,5,4
telescoping-fixed,1.5,0.5,316143,6-10,5,0
telescoping-fixed,1.5,0.5,316143,11-20,6,1
telescoping-fixed,1.5,0.5,316143,21-35,0,0
telescoping-fixed,1.5,0.5,316143,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316143,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316143,6-10,5,1
campaign75-fixed-daily,1.5,0.5,316143,11-20,6,2
campaign75-fixed-daily,1.5,0.5,316143,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316143,36-50,0,0
telescoping-fixed,1.5,0.5,316144,1-5,5,5
telescoping-fixed,1.5,0.5,316144,6-10,5,3
telescoping-fixed,1.5,0.5,316144,11-20,6,6
telescoping-fixed,1.5,0.5,316144,21-35,0,0
telescoping-fixed,1.5,0.5,316144,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316144,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316144,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316144,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316144,21-35,0,0
